Centro;Emplazamiento;Denominación
1000;Q050911048;LAB.MAT.CONSTRUCNO USAR.MAEST.VIAL.606
1000;Q050911049;LAB.MAT.CONSTRUCOFI.CONTABLE-FINANCIERO
1000;Q050911050;LAB.MAT.CONSTRUCPROY.REFINERÍA.PACÍFICO
1000;Q050911051;LAB.MAT.CONSTRUC COORDINACIÓN TÉCNICA
1000;Q050911052;LAB.MAT.CONSTRUCAREA MECÁNICA DE SUELOS
1000;Q050912001;INST.INV.TRASPORTE OFICINA
1000;Q050920001;ESC.ING.SISTEMAS DIRECCION DE ESCUELA
1000;Q050920002;ESC.ING.SISTEMAS LTIC - AULA 201
1000;Q050920003;ESC.ING.SISTEMAS PASILLOS Y HALLS
1000;Q050920004;ESC.ING.SISTEMASLAB.CIRCUITOS LÓGICOS
1000;Q050920005;ESC.ING.SISTEMAS LTIC - AULA 202
1000;Q050920006;ESC.ING.SISTEMAS LTIC - AULA 203
1000;Q050920007;ESC.ING.SISTEMAS MAESTRIA EN REDES
1000;Q050920008;ESC.ING.SISTEMAS LTIC - AULA 204
1000;Q050920009;ESC.ING.SISTEMASLTIC-SALA.SERVIDORES
1000;Q050920010;ESC.ING.SISTEMAS LTIC - AULA 205
1000;Q050920011;ESC.ING.SISTEMAS LTIC - AULA 214
1000;Q050920012;ESC.ING.SISTEMAS LTIC - AULA 215
1000;Q050920013;ESC.ING.SISTEMAS LTIC - DIRECCION
1000;Q050920014;ESC.ING.SISTEMAS LTIC - ASISTENTE
1000;Q050920015;ESC.ING.SISTEMASLTIC - BECARIOS OF. 206
1000;Q050920016;ESC.ING.SISTEMASLTIC-MANTENIMT.OF.208
1000;Q050920017;ESC.ING.SISTEMASLTIC-INVESTIG.AULA.211
1000;Q050920018;ESC.ING.SISTEMAS BAÑOS
1000;Q050920019;ESC.ING.SISTEMASLTIC-INVESTIG.AULA.210
1000;Q050920020;ESC.ING.SISTEMAS LTIC- AULA 213
1000;Q051000001;FAC.JURISPRUDENCIA DECANATO
1000;Q051000002;FAC.JURISPRUDENCIA SUBDECANATO
1000;Q051000003;FAC.JURISPRUDENCIASECRETARÍA.FACULTAD
1000;Q051000004;FAC.JURISPRUDENCIA OFICINA SECRETARIO
1000;Q051000005;FAC.JURISPRUDENCIACUBÍCULO.PROFESORES
1000;Q051000006;FAC.JURISPRUDENCIA SALA DE PROFESORES
1000;Q051000007;FAC.JURISPRUDENCIASALA DE AUDIOVISUALES
1000;Q051000008;FAC.JURISPRUDENCIA AULA 703-708
1000;Q051000009;FAC.JURISPRUDENCIA AULA 803-808
1000;Q051000010;FAC.JURISPRUDENCIA ARCHIVO
1000;Q051000011;FAC.JURISPRUDENCIA OFICINATUTORÍA
1000;Q051000012;FAC.JURISPRUDENCIASECRETARÍA DE ESCUELA
1000;Q051000013;FAC.JURISPRUDENCIACOORD.OFS.UDI(PSTGRD)
1000;Q051000014;FAC.JURISPRUDENCIA AUDITORIO
1000;Q051000015;FAC.JURISPRUDENCIA BAR CAFETERÍA
1000;Q051000016;FAC.JURISPRUDENCIA PASILLOS Y HALLS
1000;Q051000017;FAC.JURISPRUDENCIA BAÑOS Y BODEGA
1000;Q051000018;FAC.JURISPRUDENCIACENT.APOYO.ACADM.(CC)
1000;Q051000019;FAC.JURISPRUDENCIACENTR.DERECHS.HUMANOS
1000;Q051000020;FAC.JURISPRUDENCIA AULA 601 - 607
1000;Q051000021;FAC.JURISPRUDENCIASECRETARÍA.DECANATO
1000;Q051000022;FAC.JURISPRUDENCIADIPLOM.PERIODIS.JUD.
1000;Q051000023;FAC.JURISPRUDENCIA SALA DE AUDIENCIAS
1000;Q051000024;FAC.JURISPRUDENCIACNT.INV.DRCH.INT.CIDI
1000;Q051000025;FAC.JURISPRUDENCIACOORD.CENTRO.DERECH.H
1000;Q051000026;FAC.JURISPRUDENCIA AULA 608
1000;Q051000027;FAC.JURISPRUDENCIA AULA 609
1000;Q051000028;FAC.JURISPRUDENCIA AULA 703
1000;Q051000029;FAC.JURISPRUDENCIA AULA 704
1000;Q051000030;FAC.JURISPRUDENCIA AULA 705
1000;Q051000031;FAC.JURISPRUDENCIA AULA 706
1000;Q051000032;FAC.JURISPRUDENCIA AULA 707
1000;Q051000033;FAC.JURISPRUDENCIA AULA 708
1000;Q051000034;FAC.JURISPRUDENCIA AULA 803
1000;Q051000035;FAC.JURISPRUDENCIA AULA 806
1000;Q051000036;FAC.JURISPRUDENCIA AULA 808
1000;Q051000037;FAC.JURISPRUDENCIACOORD.ACADÉMICA
1000;Q051000038;FAC.JURISPRUDENCIA BIBLIOTECA VIRTUAL
1000;Q051001001;CO.JURÍDICO.GRAT DIRECCION EJECUTIVA
1000;Q051001002;CO.JURÍDICO.GRAT CONTABILIDAD OF. 211
1000;Q051001003;CO.JURÍDICO.GRATPRIMERAS.CONSULT.OF.211
1000;Q051001004;CO.JURÍDICO.GRAT AREA CIVIL COORDINADOR
1000;Q051001005;CO.JURÍDICO.GRAT ASESORIA AREA CIVIL
1000;Q051001006;CO.JURÍDICO.GRAT AREA PENAL
1000;Q051001007;CO.JURÍDICO.GRAT SALA DE ESPERA PISO 2
1000;Q051001008;CO.JURÍDICO.GRAT TERAPEUTA FAMILIAR
1000;Q051001009;CO.JURÍDICO.GRATSALA.REUNIONES.OF.313
1000;Q051001010;CO.JURÍDICO.GRAT SALA DE TERAPIA
1000;Q051001011;CO.JURÍDICO.GRATBODEGA - ARCHIVO PISO 2
1000;Q051001012;CO.JURÍDICO.GRATFUND.CNSULT.JURID.GRAT.
1000;Q051001013;CO.JURÍDICO.GRATAREA.NIÑEZ.ADOLESCENCIA
1000;Q051001014;CO.JURÍDICO.GRAT CAFETERIA
1000;Q051001015;CO.JURÍDICO.GRATASESOR.CENTR.MEDIACION
1000;Q051001016;CO.JURÍDICO.GRAT CENTRO DE MEDIACION
1000;Q051001017;CO.JURÍDICO.GRATASESAREA.NIÑEZYADOLESC.
1000;Q051001018;CO.JURÍDICO.GRAT ASESORIA AREA PENAL
1000;Q051001019;CO.JURÍDICO.GRATPASILLOS Y HALLS PISO 2
1000;Q051001020;CO.JURÍDICO.GRATASE.TRAB.SOCIAL.OF.213
1000;Q051001021;CO.JURÍDICO.GRATPASILLOS Y HALLS PISO 3
1000;Q051001022;CO.JURÍDICO.GRAT SECRETARIA
1000;Q051001023;CO.JURÍDICO.GRAT BODEGA PISO 2
1000;Q051001024;CO.JURÍDICO.GRAT AULA USO MULTIPLE
1000;Q051001025;CO.JURÍDICO.GRAT BAÑO 1 PISO 2
1000;Q051001026;CO.JURÍDICO.GRATSALA DE ESPERA 2 PISO 2
1000;Q051001027;CO.JURÍDICO.GRAT BAÑO 2 PISO 2
1000;Q051001028;CO.JURÍDICO.GRAT BAÑO 3 PISO 3
1000;Q051001029;CO.JURÍDICO.GRAT BAÑO 4 PB
1000;Q051001030;CO.JURÍDICO.GRAT SALA DE ESPERA PISO 3
1000;Q051001031;CO.JURÍDICO.GRATPASILLOS.HALLS.PB
1000;Q051100001;FA.COMUN.LING.LITE DECANATO OF. 117
1000;Q051100002;FA.COMUN.LING.LITE SECRETARÍA  DECANATO
1000;Q051100003;FA.COMUN.LING.LITE SALA DE SESIONES
1000;Q051100004;FA.COMUN.LING.LITE SUBDECANATO OF. 118
1000;Q051100005;FA.COMUN.LING.LITESECRETARÍA.FACULTAD
1000;Q051100006;FA.COMUN.LING.LITEARCHIVO DE SECRETARÍA
1000;Q051100007;FA.COMUN.LING.LITE SALA DE PROFESORES
1000;Q051100008;FA.COMUN.LING.LITE AULAS 210-225
1000;Q051100009;FA.COMUN.LING.LITE OFICINA 410
1000;Q051100010;FA.COMUN.LING.LITE AUDITORIO 217
1000;Q051100011;FA.COMUN.LING.LITE AULA 218
1000;Q051100012;FA.COMUN.LING.LITE DISPONIBLE
1000;Q051100013;FA.COMUN.LING.LITE AULA 219
1000;Q051100014;FA.COMUN.LING.LITE AULA 220
1000;Q051100015;FA.COMUN.LING.LITE AULA 221
1000;Q051100016;FA.COMUN.LING.LITE AULA 222
1000;Q051100017;FA.COMUN.LING.LITE AULA 223
1000;Q051100018;FA.COMUN.LING.LITE AULA 224
1000;Q051100019;FA.COMUN.LING.LITE AULA 225
1000;Q051100020;FA.COMUN.LING.LITE AULA 226
1000;Q051100021;FA.COMUN.LING.LITE AULAS
1000;Q051100022;FA.COMUN.LING.LITE AULA 228
1000;Q051100023;FA.COMUN.LING.LITE AULA 301
1000;Q051100024;FA.COMUN.LING.LITE AULA 303
1000;Q051100025;FA.COMUN.LING.LITE AULA 304
1000;Q051100026;FA.COMUN.LING.LITE AULA 307
1000;Q051100027;FA.COMUN.LING.LITE AULA 308
1000;Q051100028;FA.COMUN.LING.LITE AULA 309
1000;Q051100029;FA.COMUN.LING.LITE AULA 310
1000;Q051100030;FA.COMUN.LING.LITE AULA 311
1000;Q051100031;FA.COMUN.LING.LITE AULA 228
1000;Q051100032;FA.COMUN.LING.LITE BAÑOS Y BODEGA
1000;Q051100033;FA.COMUN.LING.LITE AULA 306
1000;Q051100034;FA.COMUN.LING.LITECENTRO.TRADUCCIONES
1000;Q051100035;FA.COMUN.LING.LITEASOC.ESC.LINGUISTICA
1000;Q051100036;FA.COMUN.LING.LITEPASILLOS.HALLS.ED.TEO
1000;Q051100037;FA.COMUN.LING.LITE PASILLOS Y HALLS P1
1000;Q051100038;FA.COMUN.LING.LITE PASILLOS Y HALLS P2
1000;Q051100039;FA.COMUN.LING.LITE PASILLOS Y HALLS P3
1000;Q051100040;FA.COMUN.LING.LITE PASILLOS Y HALLS P4
1000;Q051100041;FA.COMUN.LING.LITE OF. 401
1000;Q051100042;FA.COMUN.LING.LITE OF. 402
1000;Q051100043;FA.COMUN.LING.LITE OF. 403
1000;Q051100044;FA.COMUN.LING.LITE OF. 404
1000;Q051100045;FA.COMUN.LING.LITE OF. 405
1000;Q051100046;FA.COMUN.LING.LITESALA. PROFES.OF.406
1000;Q051100047;FA.COMUN.LING.LITE OF. 407
1000;Q051100048;FA.COMUN.LING.LITE OF. 408
1000;Q051100049;FA.COMUN.LING.LITE OF. 411
1000;Q051100050;FA.COMUN.LING.LITE OF. 412
1000;Q051100051;FA.COMUN.LING.LITE OF. 413
1000;Q051100052;FA.COMUN.LING.LITE OF. 414
1000;Q051100053;FA.COMUN.LING.LITE OF. 415
1000;Q051100054;FA.COMUN.LING.LITE OF. 416
1000;Q051100055;FA.COMUN.LING.LITE OF. 417
1000;Q051100056;FA.COMUN.LING.LITE OF. 418
1000;Q051100057;FA.COMUN.LING.LITE OF. 419
1000;Q051100058;FA.COMUN.LING.LITESET.RD.TV.DSÑGF.OF306
1000;Q051100059;FA.COMUN.LING.LITEAULAS 205 - 208 - 212
1000;Q051100060;FA.COMUN.LING.LITE AULAS 301 AL 320
1000;Q051100061;FA.COMUN.LING.LITE OF. 421
1000;Q051100062;FA.COMUN.LING.LITE CUARTO DE BOMBA
1000;Q051100063;FA.COMUN.LING.LITESALA DE GRADOS OF.302
1000;Q051100064;FA.COMUN.LING.LITESECRET.ABOGADO.OF.115
1000;Q051100065;FA.COMUN.LING.LITE OFIC. 409
1000;Q051100066;FA.COMUN.LING.LITEOFIC. PROYECTOS # 110
1000;Q051100067;FA.COMUN.LING.LITESALA.CONSEJO-OF.116
1000;Q051100068;FA.COMUN.LING.LITE PASILLOS-HALLS PB
1000;Q051100069;FA.COMUN.LING.LITEAULAS.COMPRT.(ED.TLG)
1000;Q051100070;FA.COMUN.LING.LITEAULA.13(ED.TEOLOGIA)
1000;Q051100071;FA.COMUN.LING.LITEAULA.14(ED.TEOLOGÍA)
1000;Q051100072;FA.COMUN.LING.LITEAULA.15 (ED.TEOLOGÍA)
1000;Q051100073;FA.COMUN.LING.LITEAULA.16(ED.TEOLOGÍA)
1000;Q051100074;FA.COMUN.LING.LITE AULA 227
1000;Q051100075;FA.COMUN.LING.LITEAULAS 111-112-113-114
1000;Q051100076;FA.COMUN.LING.LITESALA USO MÚLTIPLE  011
1000;Q051100077;FA.COMUN.LING.LITE AULA TRADUCCIÓN 016
1000;Q051100078;FA.COMUN.LING.LITEOFICINAS.NUEVAS.PB
1000;Q051100079;FA.COMUN.LING.LITE AULA 007
1000;Q051100080;FA.COMUN.LING.LITE AULA 008
1000;Q051100081;FA.COMUN.LING.LITE AULA 009
1000;Q051100082;FA.COMUN.LING.LITE AULA 019
1000;Q051100083;FA.COMUN.LING.LITE AULA 020
1000;Q051100084;FA.COMUN.LING.LITE AULA 021
1000;Q051100085;FA.COMUN.LING.LITE AULA 022
1000;Q051100086;FA.COMUN.LING.LITE AULA 023
1000;Q051100087;FA.COMUN.LING.LITECUB.PROFESORES.P1
1000;Q051100088;FA.COMUN.LING.LITECUB.PROFESORES.P4
1000;Q051100089;FA.COMUN.LING.LITESALA.PROFSORES.OF.305
1000;Q051100090;FA.COMUN.LING.LITE OF. 422
1000;Q051100091;FA.COMUN.LING.LITE OF. 423
1000;Q051100092;FA.COMUN.LING.LITE OF. 424
1000;Q051100093;FA.COMUN.LING.LITE OF. 425
1000;Q051100094;FA.COMUN.LING.LITE OF. 426
1000;Q051100095;FA.COMUN.LING.LITE OF. 427
1000;Q051100096;FA.COMUN.LING.LITE OF. 428
1000;Q051100097;FA.COMUN.LING.LITE OF. 429
1000;Q051100098;FA.COMUN.LING.LITE OF. 430
1000;Q051100099;FA.COMUN.LING.LITE OF. 431
1000;Q051100100;FA.COMUN.LING.LITE OF. 432
1000;Q051100101;FA.COMUN.LING.LITE AULA 001
1000;Q051100102;FA.COMUN.LING.LITE AULA 002
1000;Q051100103;FA.COMUN.LING.LITE AULA 003
1000;Q051100104;FA.COMUN.LING.LITE AULA 004
1000;Q051100105;FA.COMUN.LING.LITE AULA 005
1000;Q051100106;FA.COMUN.LING.LITE AULA 006
1000;Q051100107;FA.COMUN.LING.LITE AULA 101
1000;Q051100108;FA.COMUN.LING.LITE AULA 102
1000;Q051100109;FA.COMUN.LING.LITE AULA 103
1000;Q051100110;FA.COMUN.LING.LITE AULA 104
1000;Q051100111;FA.COMUN.LING.LITE AULA 105
1000;Q051100112;FA.COMUN.LING.LITE AULA 201
1000;Q051100113;FA.COMUN.LING.LITE AULA 203
1000;Q051100114;FA.COMUN.LING.LITE AULA 204
1000;Q051100115;FA.COMUN.LING.LITE AULA 206
1000;Q051100116;FA.COMUN.LING.LITE AULA 207
1000;Q051100117;FA.COMUN.LING.LITE AULA 208
1000;Q051100118;FA.COMUN.LING.LITE AULA 209
1000;Q051100119;FA.COMUN.LING.LITE AULA 211
1000;Q051100120;FA.COMUN.LING.LITE AULA 212
1000;Q051100121;FA.COMUN.LING.LITE AULA 213
1000;Q051100122;FA.COMUN.LING.LITE AULA 214
1000;Q051100123;FA.COMUN.LING.LITE AULA 215
1000;Q051100124;FA.COMUN.LING.LITE AULA 216
1000;Q051100125;FA.COMUN.LING.LITE AULA 217
1000;Q051101001;CTRO AUDIOVISUALES DIRECCIÓN
1000;Q051101002;CTRO AUDIOVISUALES LABORATORIO BODEGA
1000;Q051101003;CTRO AUDIOVISUALES INDETERMINADA
1000;Q051110001;ESC.LINGÜÍSTICACOORD.LINGÜIST.AP.OF.104
1000;Q051110002;ESC.LINGÜÍSTICA OFICINA  208
1000;Q051110003;ESC.LINGÜÍSTICACENTR.COORD.INGLS.OF.012
1000;Q051110004;ESC.LINGÜÍSTICA OFICINA 409
1000;Q051110005;ESC.LINGÜÍSTICA PASILLOS Y HALLS
1000;Q051110006;ESC.LINGÜÍSTICABAÑOS.PERSONAL.ADMIN.
1000;Q051110007;ESC.LINGÜÍSTICA OFICINA DE MENSAJERO
1000;Q051110008;ESC.LINGÜÍSTICA BODEGA CONSERJE
1000;Q051110009;ESC.LINGÜÍSTICA BAÑOS DE COORDINACIÓN
1000;Q051110010;ESC.LINGÜÍSTICA BODEGA OFC. 207
1000;Q051110011;ESC.LINGÜÍSTICA BODEGA OFC. 301
1000;Q051110012;ESC.LINGÜÍSTICA BAÑOS OFC. 303
1000;Q051110013;ESC.LINGÜÍSTICA BAÑOS OFC. 304
1000;Q051110014;ESC.LINGÜÍSTICA BAÑOS OFC. 313
1000;Q051110015;ESC.LINGÜÍSTICA BAÑOS OFC. 314
1000;Q051110016;ESC.LINGÜÍSTICA PROYECTO OREGON
1000;Q051110017;ESC.LINGÜÍSTICA SECRETARIA-OFIC.106
1000;Q051110018;ESC.LINGÜÍSTICA DIRECCION
1000;Q051110019;ESC.LINGÜÍSTICAPROY.ORALIDAD.MODERNIDAD
1000;Q051120001;ESC.LENGUASDIRECTORA.DPT.INGLES.OF.102
1000;Q051120002;ESC.LENGUASDIR.LENGUAS Y LIT.OF.128
1000;Q051120003;ESC.LENGUASCOORDINACIÓN ALEMÁN OFC. 111
1000;Q051120004;ESC.LENGUASCOORD.ESPAÑOL.OFC.121
1000;Q051120005;ESC.LENGUAS COORDINACIÓN FRANCÉS OF.110
1000;Q051120006;ESC.LENGUASSECRET.COORD.INGLES.OF.101
1000;Q051120007;ESC.LENGUASCOORDINACIÓN ITALIANA OF.127
1000;Q051120008;ESC.LENGUAS COORDINACIÓN JAPONEZA
1000;Q051120009;ESC.LENGUAS COORDINACIÓN QUICHUA
1000;Q051120010;ESC.LENGUAS SECRETARÍA LABORATORIO  014
1000;Q051120011;ESC.LENGUASLAB.LEARNING SYSTEM ROOM 304
1000;Q051120012;ESC.LENGUASLAB.AUDIOVISUALES.202
1000;Q051120013;ESC.LENGUAS SALA GRABACIONES OFC. 227
1000;Q051120014;ESC.LENGUAS DIRECCIÓN ESC. DE LENGUAS
1000;Q051120015;ESC.LENGUAS LABORATORIO 013
1000;Q051120016;ESC.LENGUAS OFICINA 413
1000;Q051120017;ESC.LENGUAS SECRETARIA DE LENGUAS
1000;Q051120018;ESC.LENGUAS EDITING AND BUBBING  OF.305
1000;Q051120019;ESC.LENGUAS COORD. PORTUGUES OF. 103
1000;Q051120020;ESC.LENGUASOF.311.GENER.ADM.EXAM.INGLES
1000;Q051120021;ESC.LENGUASCOORD. INGLÉS SEMIPRESC. 122
1000;Q051130001;ESC.LENG.APLI.LEAISECRET.LEAI.OF.106
1000;Q051131002;ESC.LENG.APLI.LEAIDIRECCIÓN.LEAI.OF.107
1000;Q051132003;ESC.LENG.APLI.LEAI OF. 420
1000;Q051140001;ESC.COMUNICACIÓNDIR.COMUNICACIÓN.OF.113
1000;Q051140002;ESC.COMUNICACIÓN DIRECCIÓN OFC 301
1000;Q051140003;ESC.COMUNICACIÓN DIRECCIÓN OFICINA 329
1000;Q051140004;ESC.COMUNICACIÓN DIRECCIÓN OFICINA 332
1000;Q051140005;ESC.COMUNICACIÓNSECRETARÍA.COM.OF.114
1000;Q051140006;ESC.COMUNICACIÓNCAFETERÍA.COMNIC.OF.302
1000;Q051140007;ESC.COMUNICACIÓN SALA DE REUNIONES
1000;Q051140008;ESC.COMUNICACIÓN OF. 423
1000;Q051150001;ESC.LENG.LITERATURADIR.LINGÜÍST.OF.108
1000;Q051150002;ESC.LENG.LITERATURA SECRETARIA
1000;Q051200001;FAC.MEDICINA DECANATO
1000;Q051200002;FAC.MEDICINA SECRETARIA DE DECANATO
1000;Q051200003;FAC.MEDICINA SUBDECANATO
1000;Q051200004;FAC.MEDICINA OFICINA SECRETARIO
1000;Q051200005;FAC.MEDICINA SECRETARIA DE MEDICINA
1000;Q051200006;FAC.MEDICINA SALA DE PROFESORES
1000;Q051200007;FAC.MEDICINA OFICINA 719
1000;Q051200008;FAC.MEDICINA OFICINA 720
1000;Q051200009;FAC.MEDICINA OFICINA 723
1000;Q051200010;FAC.MEDICINA OFICINA 728
1000;Q051200011;FAC.MEDICINA AUDIOVISUAL B
1000;Q051200012;FAC.MEDICINA AUDIOVISUAL C
1000;Q051200013;FAC.MEDICINA AUDIOVISUAL D
1000;Q051200014;FAC.MEDICINA AULA 1001
1000;Q051200015;FAC.MEDICINA AULA 1002
1000;Q051200016;FAC.MEDICINA AULA 1003
1000;Q051200017;FAC.MEDICINA AULA 1004
1000;Q051200018;FAC.MEDICINA AULA 803
1000;Q051200019;FAC.MEDICINA AULA 804
1000;Q051200020;FAC.MEDICINA AULA 805
1000;Q051200021;FAC.MEDICINA PREGRADO OF. 729
1000;Q051200022;FAC.MEDICINA AULA 811
1000;Q051200023;FAC.MEDICINACUB.PROFESORES.P.12
1000;Q051200024;FAC.MEDICINAC..ATENCIÓN.COTOCOLLAO.IESS
1000;Q051200025;FAC.MEDICINA AULA 816
1000;Q051200026;FAC.MEDICINA AULA 817
1000;Q051200027;FAC.MEDICINA AULA 818
1000;Q051200028;FAC.MEDICINA AULA 819
1000;Q051200029;FAC.MEDICINA AULA 812
1000;Q051200030;FAC.MEDICINA AULA 813
1000;Q051200031;FAC.MEDICINA AULA 814
1000;Q051200032;FAC.MEDICINA SALA DE REUNIONES OF.730
1000;Q051200033;FAC.MEDICINA BIBLIOTECA
1000;Q051200034;FAC.MEDICINA PASILLOS Y HALLS PISO 12
1000;Q051200035;FAC.MEDICINAAULA.101(ED.MICROBIOLO)
1000;Q051200036;FAC.MEDICINAAULA.102(ED.TEOLOGÍA)
1000;Q051200037;FAC.MEDICINAAULA.103(ED.TEOLOGÍA)
1000;Q051200038;FAC.MEDICINAAULA.104 (ED.TEOLOGÍA)
1000;Q051200039;FAC.MEDICINA AULA 1006
1000;Q051200040;FAC.MEDICINAHOSP.E.GARCES-ESP.GINECOLOG
1000;Q051200041;FAC.MEDICINA AULA 1010
1000;Q051200042;FAC.MEDICINA AULA 1011
1000;Q051200043;FAC.MEDICINA AULAS
1000;Q051200044;FAC.MEDICINA AULA 1013
1000;Q051200045;FAC.MEDICINA AULA 1014
1000;Q051200046;FAC.MEDICINA AULA 1008
1000;Q051200047;FAC.MEDICINA AULA 1009
1000;Q051200048;FAC.MEDICINAHOSP.ESPEJO.AULA.ESPCIAL.MI
1000;Q051200049;FAC.MEDICINA ARCHIVO
1000;Q051200050;FAC.MEDICINA UNIDAD FINANCIERA
1000;Q051200051;FAC.MEDICINAINVEST.BIOLOGÍA.MOLECULAR
1000;Q051200052;FAC.MEDICINAPOSTGRAD.EMERGENC.DESASTRES
1000;Q051200053;FAC.MEDICINA SALA DE USO MÚLTIPLE 1012
1000;Q051200054;FAC.MEDICINA CURSOS DE EXTENSIÓN
1000;Q051200055;FAC.MEDICINA CUBÍCULO PROFESORES
1000;Q051200056;FAC.MEDICINA SALA DE LECTURA PISO 8
1000;Q051200057;FAC.MEDICINA ESP. MEDICINA DEL DEPORTE
1000;Q051200058;FAC.MEDICINAPASILLOS.HALLS.ED.TEOLOGÍA
1000;Q051200059;FAC.MEDICINAPOST. PED. H.PAB.ART
1000;Q051200060;FAC.MEDICINAC. CAR. MEDICINA
1000;Q051200061;FAC.MEDICINAS. PREPARACIONES 409
1000;Q051200062;FAC.MEDICINAOF.410 (FAC.ADMINISTRACION)
1000;Q051200063;FAC.MEDICINAPOSGRADO.ANDINO.EPIDEMIOLOG
1000;Q051200064;FAC.MEDICINA OFICINA 725
1000;Q051200065;FAC.MEDICINA OFICINA 726
1000;Q051200066;FAC.MEDICINAPOSGRADO.SALUD.FAMILIAR.Q.
1000;Q051200067;FAC.MEDICINAPOSGRADO.SALUD.FAM.STO.DGO.
1000;Q051200068;FAC.MEDICINA MAESTRÍA EN SALUD PÚBLICA
1000;Q051200069;FAC.MEDICINA EDUCACIÓN MÉDICA
1000;Q051200070;FAC.MEDICINA BODEGA #2  OF. 713
1000;Q051200071;FAC.MEDICINA OFICINA DE CONSERJE
1000;Q051200072;FAC.MEDICINA PASILLOS Y HALLS
1000;Q051200073;FAC.MEDICINA BAÑOS Y BODEGA
1000;Q051200074;FAC.MEDICINALAB.DSTRZAS.CUB.PRF.306-309
1000;Q051200075;FAC.MEDICINA COORD. LAB. DESTREZAS 305
1000;Q051200076;FAC.MEDICINALABORATORIO.DESTREZAS 002
1000;Q051200077;FAC.MEDICINALABORATORIO.DESTREZAS 001
1000;Q051200078;FAC.MEDICINASECRET LAB DESTREZAS 305
1000;Q051200079;FAC.MEDICINASIMULACIÓN.BSIC.NO.101.ENF.
1000;Q051200080;FAC.MEDICINA BODEGA LAB. DESTREZAS 305
1000;Q051200081;FAC.MEDICINALAB DE DESTREZAS 307
1000;Q051200082;FAC.MEDICINALAB.PATOLOGIA(ED.ENFERM)
1000;Q051200083;FAC.MEDICINABAÑOS.BODEGAS.LAB.DESTREZAS
1000;Q051200084;FAC.MEDICINA AULA 309 LAB. DESTREZAS
1000;Q051200085;FAC.MEDICINA SIMULACIÓN VIRTUAL NO. 306
1000;Q051200086;FAC.MEDICINASECRET.SALA.INSUMOS NO.305
1000;Q051200087;FAC.MEDICINALAB.TEC.QUIRÚRGICAS.NO.304
1000;Q051200088;FAC.MEDICINALAB.MORFO-MACRO AULA 303
1000;Q051200089;FAC.MEDICINA LABORATORIO NO. 302
1000;Q051200090;FAC.MEDICINACONSULTRIO.SIMULAD.AULA.301
1000;Q051200091;FAC.MEDICINABOD.CONSERJE LAB. DESTREZAS
1000;Q051200092;FAC.MEDICINAPASILLOS.HALL.LAB.DESTREZAS
1000;Q051200093;FAC.MEDICINALAB.INV. MOLECULAR NO. 201
1000;Q051200094;FAC.MEDICINA SALA DE ERGOMETRIA NO. 202
1000;Q051200095;FAC.MEDICINA LAB. MORFO MACROS NO. 203
1000;Q051200096;FAC.MEDICINALAB.SIMULAC.AVANZADA.NO.204
1000;Q051200097;FAC.MEDICINA QUIROFANO SIMULADO NO. 205
1000;Q051200098;FAC.MEDICINA AULA 206 LAB. DESTREZAS
1000;Q051200099;FAC.MEDICINA AULA 207 LAB. DESTREZAS
1000;Q051200100;FAC.MEDICINA AULA 208 LAB. DESTREZAS
1000;Q051200101;FAC.MEDICINAANFITETR.PUCE-MD.LEGL.POLIC
1000;Q051200102;FAC.MEDICINA DISPENSARIO FAJARDO
1000;Q051200103;FAC.MEDICINA LAB.SERVICIOS COMUNIDAD
1000;Q051200104;FAC.MEDICINA PATOLOGIA HOSPITAL FF.AA.
1000;Q051200105;FAC.MEDICINA AUDIOVISUALES 1 (806)
1000;Q051200106;FAC.MEDICINA AUDIOVISUALES 2 (808)
1000;Q051200107;FAC.MEDICINA AUDIOVISUALES 3 (812)
1000;Q051200108;FAC.MEDICINA AUDIOVISUALES 4 (813)
1000;Q051200109;FAC.MEDICINAAREA.ADULT.INTERNAD.OF.4
1000;Q051200110;FAC.MEDICINA AREA CC. BASICAS OF.1
1000;Q051200111;FAC.MEDICINAAREA.NIÑO.COMUNIDAD.OF.2
1000;Q051200112;FAC.MEDICINAAREA.MADRE-A.EXTERNADO.OF.3
1000;Q051200113;FAC.MEDICINAHOSP.ENRIQUE.GARCES.P8
1000;Q051200114;FAC.MEDICINA PROY. FIUC - PUCE
1000;Q051200115;FAC.MEDICINACLINIC.PABLO.MUÑOZ.VEGA
1000;Q051200116;FAC.MEDICINA SALA DE GRADOS
1000;Q051200117;FAC.MEDICINA COMUNIDAD CHINE
1000;Q051200118;FAC.MEDICINA MATERNIDAD ISIDRO AYORA
1000;Q051200119;FAC.MEDICINA HOSPITAL BACA ORTIZ
1000;Q051200120;FAC.MEDICINA PATRONATO SAN JOSE
1000;Q051200121;FAC.MEDICINA SECRETARIA DE POSGRADOS
1000;Q051200122;FAC.MEDICINA POSG.PEDIATRIA-HOSP.SUR
1000;Q051200123;FAC.MEDICINACOMUNIDAD GUAMANÍ.LATACUNGA
1000;Q051200124;FAC.MEDICINA OFICINA DE POSGRADOS
1000;Q051200125;FAC.MEDICINA HOSPITAL POLICIA NACIONAL
1000;Q051200126;FAC.MEDICINAHOSPITAL CARLOS ANDRADE M
1000;Q051200127;FAC.MEDICINA CONVENIO PUCE - JLU
